"","Gender","Age","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Travel.Busi","Travel.Pers","ClassBusi","ClassEco","ClassEcoPlus","cluster"
"27392",0,36,981,4,4,4,4,5,4,2,5,2,5,3,3,4,5,23,11,1,0,0,1,0,1
"27395",0,20,468,5,5,5,2,2,5,2,2,4,3,4,5,5,2,0,13,1,0,0,1,0,2
"27409",1,22,192,2,3,2,1,4,2,5,4,5,4,5,4,5,4,0,6,1,0,0,1,0,2
"27416",0,37,544,2,4,2,4,1,2,1,1,1,5,4,1,3,1,15,20,1,0,0,1,0,4
"27426",0,36,101,3,4,3,3,3,3,2,3,4,5,4,1,3,3,0,0,1,0,0,1,0,2
"27429",1,33,134,4,0,4,1,3,4,3,3,2,4,2,5,1,3,0,0,1,0,0,1,0,2
"27432",1,34,405,3,2,2,4,4,2,4,4,2,3,4,3,3,4,5,0,1,0,0,1,0,2
"27441",0,22,689,3,3,3,3,4,3,2,4,2,4,3,4,2,4,35,30,1,0,0,1,0,4
"27448",0,29,580,3,4,2,3,1,2,1,1,4,5,3,2,4,1,23,23,1,0,0,1,0,4
"27450",0,25,212,3,2,3,4,4,3,3,4,1,2,3,1,4,4,10,1,1,0,0,1,0,2
"27457",0,25,158,1,0,1,4,3,1,1,3,2,3,2,5,1,3,0,0,1,0,0,1,0,2
"27462",1,22,546,2,4,2,3,5,2,5,5,5,2,4,4,5,5,0,0,1,0,0,1,0,4
"27463",0,31,1056,3,3,3,4,2,3,2,2,3,4,4,1,3,2,0,0,1,0,0,0,1,1
"27471",0,25,371,2,0,2,3,5,2,5,5,3,5,5,3,5,5,0,0,1,0,1,0,0,2
"27475",0,16,1313,3,3,3,5,2,3,2,2,4,1,5,1,2,2,0,0,1,0,0,1,0,1
"27478",0,22,547,5,0,5,1,4,5,4,4,3,4,3,3,5,4,0,0,1,0,0,1,0,4
"27483",0,38,432,1,2,1,3,2,1,2,2,3,3,3,3,4,2,1,16,1,0,0,1,0,2
"27489",1,13,551,5,5,5,3,5,5,1,5,5,5,5,5,4,5,0,0,1,0,0,1,0,4
"27492",0,21,449,4,2,4,2,2,4,2,2,1,3,3,1,2,2,0,0,1,0,1,0,0,2
"27496",0,22,370,3,4,3,5,2,3,4,2,4,2,4,5,5,2,0,0,1,0,0,1,0,2
"27501",0,26,1014,1,1,1,4,3,1,3,3,2,4,3,3,4,3,8,36,1,0,0,1,0,1
"27505",0,26,508,5,5,5,5,4,5,4,4,1,1,4,1,1,4,9,0,1,0,0,0,1,2
"27506",1,21,574,2,3,1,4,5,1,5,5,2,5,4,3,3,5,0,1,1,0,0,1,0,4
"27508",1,34,368,3,0,3,1,4,3,4,4,3,4,3,1,5,4,0,0,1,0,0,1,0,2
"27509",1,41,390,1,2,2,1,1,2,1,1,3,4,4,4,5,1,0,0,1,0,1,0,0,2
"27519",0,27,537,2,1,3,4,5,3,5,5,2,5,3,1,3,5,19,16,1,0,0,1,0,4
"27520",1,24,391,2,5,2,4,4,2,4,4,1,4,2,2,3,4,19,51,1,0,0,1,0,2
"27525",1,21,491,1,0,1,3,4,1,4,4,3,5,4,3,3,4,0,0,1,0,0,1,0,2
"27556",0,29,936,0,0,0,4,4,0,1,4,4,3,5,5,4,4,0,0,1,0,1,0,0,4
"27569",1,22,547,4,3,4,1,2,4,2,2,4,5,2,5,2,2,3,13,1,0,0,1,0,4
"27571",1,22,1190,1,2,1,3,2,1,2,2,2,2,3,3,2,2,0,0,1,0,1,0,0,1
"27573",1,26,351,3,1,3,3,3,3,3,3,4,1,4,2,4,3,13,8,1,0,1,0,0,2
"27575",1,18,611,4,1,4,4,1,4,1,1,4,2,5,4,4,1,15,8,1,0,0,1,0,4
"27579",1,25,580,0,4,0,1,4,4,4,4,3,4,4,4,4,4,9,4,1,0,1,0,0,4
"27580",0,32,689,4,4,4,5,2,4,2,2,4,4,5,4,5,2,0,0,1,0,1,0,0,4
"27593",0,15,997,2,2,2,3,5,2,5,5,1,3,4,4,4,5,0,0,1,0,0,1,0,1
"27596",0,29,773,2,2,2,3,4,2,4,4,1,3,3,3,4,4,4,13,1,0,0,1,0,4
"27598",0,47,564,1,1,1,3,2,1,2,2,1,3,3,2,4,2,25,38,1,0,0,1,0,4
"27599",0,37,1099,5,5,5,3,1,5,4,1,3,3,4,5,4,1,0,0,1,0,1,0,0,1
"27604",1,42,4963,2,2,2,5,2,1,1,3,3,4,5,1,4,1,1,25,1,0,1,0,0,3
"27613",0,24,933,1,1,1,3,1,1,1,1,1,1,2,4,2,1,0,10,1,0,0,1,0,4
"27627",0,18,588,2,4,3,4,4,3,4,4,3,1,4,2,4,4,16,10,1,0,0,1,0,4
"27632",0,48,749,4,4,4,4,5,4,2,5,3,5,5,4,5,5,6,0,1,0,1,0,0,4
"27645",1,22,284,5,0,5,4,3,5,3,3,1,4,5,2,2,3,105,125,1,0,0,1,0,2
"27653",1,37,680,4,3,3,3,5,3,5,5,2,1,3,1,4,5,0,0,1,0,0,1,0,4
"27657",0,28,331,2,4,2,3,5,2,5,5,3,2,3,4,3,5,0,0,1,0,0,1,0,2
"27659",0,29,1149,2,3,3,2,4,3,4,4,4,4,4,5,5,4,0,0,1,0,1,0,0,1
"27664",0,24,192,1,1,1,4,1,5,5,1,3,3,4,5,3,5,160,175,1,0,0,1,0,2
"27666",1,21,882,5,0,5,4,4,5,1,4,3,4,5,4,5,4,1,11,1,0,1,0,0,4
"27668",1,25,606,0,0,0,1,1,0,1,1,4,3,4,5,4,1,1,0,1,0,1,0,0,4
"27671",1,29,1590,4,4,4,3,3,4,3,3,3,2,4,5,4,3,0,0,1,0,1,0,0,1
"27677",1,37,1096,2,2,2,2,5,2,2,5,5,2,5,3,5,5,0,0,1,0,1,0,0,1
"27679",0,38,453,3,4,3,3,1,3,2,1,3,4,4,3,4,1,0,0,1,0,0,1,0,2
"27683",0,19,633,3,2,3,4,1,3,1,1,3,3,3,1,3,1,2,0,1,0,0,1,0,4
"27684",0,22,119,4,0,4,2,4,4,2,4,3,3,2,2,2,4,0,4,1,0,0,1,0,2
"27688",0,48,237,1,3,1,3,2,1,2,2,2,1,4,2,3,2,24,20,1,0,0,1,0,2
"27698",0,27,854,2,2,2,5,4,2,1,4,3,2,4,5,4,4,12,21,1,0,1,0,0,4
"27703",1,21,212,4,1,4,4,3,4,3,3,3,4,3,4,3,3,80,71,1,0,0,1,0,2
"27705",1,32,896,1,1,1,4,2,1,3,2,3,3,1,4,2,2,15,85,1,0,0,1,0,4
"27706",1,24,239,3,2,3,3,3,3,3,3,3,1,4,1,4,3,0,0,1,0,0,1,0,2
"27714",1,36,868,2,2,2,3,2,2,1,2,2,3,4,3,3,2,0,2,1,0,0,1,0,4
"27718",1,38,388,2,0,2,4,3,2,3,3,5,5,5,1,2,3,0,0,1,0,0,1,0,2
"27723",0,25,825,2,2,2,4,1,2,5,1,3,4,3,3,4,1,0,0,1,0,0,1,0,4
"27724",0,24,271,4,0,4,3,3,4,3,3,5,5,4,5,4,3,0,0,1,0,0,1,0,2
"27726",1,27,546,1,0,1,4,4,1,4,4,5,5,2,1,5,4,0,0,1,0,0,1,0,4
"27728",1,36,993,1,1,1,3,4,1,4,4,4,2,3,4,3,4,126,115,1,0,0,1,0,1
"27742",0,40,189,2,2,2,4,3,2,3,3,2,5,3,2,4,3,0,0,1,0,1,0,0,2
"27744",0,28,1029,4,4,4,4,4,4,1,4,1,2,4,2,4,4,124,113,1,0,0,1,0,1
"27751",0,36,398,3,4,3,3,1,3,1,1,1,2,1,4,1,1,0,0,1,0,0,1,0,2
"27761",1,38,216,3,3,3,4,4,3,4,4,3,3,5,5,5,4,0,0,1,0,1,0,0,2
"27772",0,34,812,4,4,4,4,1,4,1,1,1,4,4,4,4,1,7,11,1,0,0,1,0,4
"27783",0,30,315,4,4,4,4,4,4,4,4,4,2,4,2,4,4,0,8,1,0,0,1,0,2
"27784",1,10,594,1,2,1,3,5,1,5,5,2,5,4,2,3,5,21,12,1,0,0,1,0,4
"27785",0,21,651,3,4,3,3,2,3,2,2,1,3,4,1,3,2,2,1,1,0,1,0,0,4
"27788",1,28,1024,2,2,2,4,5,2,5,5,2,2,4,4,4,5,9,0,1,0,0,1,0,1
"27789",1,36,717,1,1,1,4,1,1,2,1,2,1,4,2,3,1,0,8,1,0,0,1,0,4
"27795",0,23,1368,2,2,2,1,1,2,1,1,1,3,3,5,3,1,0,10,1,0,0,1,0,1
"27801",0,39,391,5,5,5,1,4,5,4,4,4,4,5,4,1,4,88,79,1,0,1,0,0,2
"27809",1,40,359,1,1,1,3,3,1,3,3,5,2,5,2,3,3,0,0,1,0,1,0,0,2
"27814",0,25,338,3,3,3,4,1,3,1,1,2,2,3,1,3,1,73,55,1,0,0,1,0,2
"27817",1,21,101,1,2,1,4,1,1,1,1,2,5,4,4,3,1,0,0,1,0,0,1,0,2
"27823",0,85,586,2,2,2,3,2,2,5,2,4,3,1,5,2,5,0,0,1,0,1,0,0,4
"27824",1,23,867,3,3,3,3,5,3,4,5,3,4,4,2,3,5,0,1,1,0,0,1,0,4
"27830",1,31,1282,1,0,0,3,5,1,1,5,4,1,3,1,4,5,13,0,1,0,0,1,0,1
"27836",0,70,821,2,2,2,4,3,2,3,3,3,1,3,2,4,3,6,0,1,0,0,0,1,4
"27841",0,40,651,3,3,3,4,4,3,4,4,5,2,4,5,5,4,0,0,1,0,1,0,0,4
"27849",1,38,216,4,4,4,4,4,4,4,4,2,1,4,2,4,4,0,0,1,0,1,0,0,2
"27850",1,51,602,4,5,5,2,3,4,3,3,5,3,5,4,5,3,0,0,1,0,1,0,0,4
"27851",0,22,479,1,2,2,3,2,2,2,2,4,5,3,2,3,2,122,106,1,0,1,0,0,2
"27855",1,59,227,2,2,2,3,2,2,2,2,4,3,4,4,5,2,11,5,1,0,1,0,0,2
"27866",1,23,1356,4,4,4,3,5,4,5,5,4,5,5,3,4,5,0,0,1,0,0,1,0,1
"27875",1,38,204,5,5,5,1,5,5,1,5,5,2,4,3,4,5,3,12,1,0,1,0,0,2
"27877",0,23,1055,1,1,1,2,4,1,3,4,5,4,5,5,5,4,0,0,1,0,0,1,0,1
"27884",0,29,1269,4,5,5,3,5,5,4,5,2,2,4,3,3,5,26,30,1,0,0,1,0,1
"27891",0,39,201,4,3,3,4,1,3,1,1,2,5,5,3,1,1,0,0,1,0,1,0,0,2
"27896",1,47,993,4,5,5,3,5,5,5,5,2,4,3,4,2,5,0,0,1,0,0,1,0,1
"27898",1,35,431,3,3,3,5,5,3,5,5,4,3,4,3,5,5,0,32,1,0,1,0,0,2
"27900",0,24,520,1,2,1,3,5,1,5,5,1,4,4,1,3,5,97,95,1,0,0,1,0,4
"27906",0,20,341,2,2,2,4,4,2,4,4,1,1,3,3,3,4,0,16,1,0,0,1,0,2
"27907",0,40,725,5,5,5,4,3,5,3,3,4,2,5,3,5,3,0,0,1,0,1,0,0,4
"27915",1,28,503,2,4,2,3,2,2,2,2,3,2,3,4,4,2,0,0,1,0,0,1,0,2
"27920",1,38,95,3,3,3,3,3,3,3,3,2,5,3,1,4,3,87,59,1,0,0,1,0,2
"27921",1,24,199,1,0,1,2,2,1,2,2,4,5,3,3,3,2,0,0,1,0,0,1,0,2
"27924",1,30,738,5,5,5,3,5,5,5,5,4,5,4,5,5,5,0,0,1,0,1,0,0,4
"27926",0,27,130,2,2,2,4,4,2,2,4,5,5,4,4,5,4,0,1,1,0,1,0,0,2
"27927",1,26,1200,2,2,2,3,5,2,5,5,3,1,4,5,3,5,0,0,1,0,0,1,0,1
"27932",1,21,780,4,4,4,3,4,4,4,4,1,2,3,4,4,4,37,16,1,0,0,1,0,4
"27938",1,44,594,5,2,5,3,2,5,5,2,2,1,2,5,1,2,13,16,1,0,0,1,0,4
"27953",1,36,565,3,0,3,3,4,3,1,4,3,5,3,2,1,4,0,0,1,0,0,1,0,4
"27954",0,18,1452,2,2,2,3,1,2,1,1,3,4,5,4,4,1,7,0,1,0,0,1,0,1
"27960",1,37,328,3,0,3,4,4,3,1,4,2,4,1,3,5,4,11,15,1,0,0,1,0,2
"27963",0,11,986,4,4,4,4,4,4,4,4,1,3,3,4,4,4,0,0,1,0,0,1,0,1
"27968",0,16,784,0,0,0,2,1,0,1,1,5,5,4,4,4,1,0,0,1,0,0,1,0,4
"27973",0,13,937,5,5,5,3,1,5,1,1,2,3,5,4,3,1,0,0,1,0,0,1,0,4
"27984",1,34,647,4,4,4,1,2,4,2,2,3,2,4,5,5,2,0,0,1,0,1,0,0,4
"27987",1,23,1187,4,0,4,1,4,4,4,4,5,5,5,4,5,4,2,3,1,0,1,0,0,1
"27991",1,37,216,3,3,3,4,3,3,3,3,3,2,5,2,5,3,5,0,1,0,1,0,0,2
"27993",0,23,468,3,3,3,3,4,3,4,4,2,2,4,1,3,4,37,35,1,0,0,1,0,2
"27994",1,27,1034,2,2,2,1,2,2,2,3,1,4,2,2,3,2,160,134,1,0,0,1,0,1
"28006",1,47,977,2,3,3,3,3,3,2,3,2,1,3,1,4,3,31,24,1,0,0,1,0,1
"28007",0,40,957,5,5,5,3,4,5,5,4,3,4,5,5,4,4,11,23,1,0,1,0,0,4
"28014",0,22,488,1,1,1,3,1,1,1,1,4,4,2,1,3,1,0,0,1,0,1,0,0,2
"28017",0,33,327,2,2,2,3,4,2,4,4,5,5,4,5,4,4,79,99,1,0,1,0,0,2
"28022",0,17,106,3,2,3,3,4,3,4,4,1,3,3,3,3,4,0,0,1,0,0,1,0,2
"28028",1,23,277,3,4,3,3,4,3,4,4,4,1,4,2,4,4,0,0,1,0,1,0,0,2
"28033",0,38,266,2,4,3,3,2,3,2,2,4,2,3,3,3,2,42,22,1,0,0,1,0,2
"28036",0,19,584,2,4,2,3,1,2,1,1,2,4,4,1,4,1,0,0,1,0,0,1,0,4
"28041",0,40,853,2,2,2,2,3,2,3,3,5,5,3,5,5,3,0,0,1,0,1,0,0,4
"28047",0,36,581,3,3,3,2,4,3,4,4,5,3,4,4,4,4,0,0,1,0,1,0,0,4
"28052",0,26,761,5,5,5,5,1,5,1,1,5,3,5,4,4,1,7,1,1,0,1,0,0,4
"28057",0,44,102,4,3,3,1,4,4,4,4,4,3,4,3,5,4,0,0,1,0,1,0,0,2
"28070",1,39,849,4,3,3,4,4,3,4,4,3,5,5,5,5,4,13,15,1,0,1,0,0,4
"28076",0,26,993,4,4,4,4,5,4,5,5,5,2,4,5,4,5,0,0,1,0,1,0,0,1
"28089",0,24,895,4,4,4,2,4,4,4,4,5,3,5,3,2,4,25,13,1,0,0,1,0,4
"28092",1,38,1846,3,3,3,1,4,3,4,4,3,4,4,4,4,4,0,0,1,0,1,0,0,3
"28099",0,25,209,3,0,3,3,3,3,3,3,3,4,5,2,3,3,0,0,1,0,0,1,0,2
"28100",1,33,338,2,2,2,2,1,2,1,1,5,2,5,4,5,1,0,0,1,0,1,0,0,2
"28120",1,35,280,4,4,4,3,1,4,1,1,2,4,3,1,3,1,0,0,1,0,1,0,0,2
"28121",1,28,612,4,3,4,4,3,4,3,3,4,5,4,3,3,3,0,0,1,0,0,1,0,4
"28124",1,37,770,1,1,1,3,4,1,4,4,4,1,2,3,2,4,14,17,1,0,1,0,0,4
"28125",1,23,270,3,0,3,3,4,3,4,4,3,5,4,5,4,4,0,0,1,0,0,1,0,2
"28129",0,30,250,1,0,1,1,3,1,3,3,1,2,2,1,4,3,0,0,1,0,0,1,0,2
"28130",0,44,708,1,1,1,2,2,1,4,2,5,1,5,5,2,2,22,38,1,0,0,1,0,4
"28131",0,25,432,2,3,2,3,1,2,1,1,2,3,4,4,3,1,32,23,1,0,0,1,0,2
"28138",1,36,251,2,2,2,3,2,2,2,2,2,2,4,1,3,2,19,17,1,0,1,0,0,2
"28139",0,21,1235,2,1,1,4,1,1,1,1,1,5,3,4,4,1,8,20,1,0,0,1,0,1
"28145",0,41,351,2,2,2,2,1,2,1,1,3,4,5,5,1,1,10,0,1,0,1,0,0,2
"28152",1,21,1145,4,5,5,1,2,5,2,2,3,2,4,5,5,2,5,15,1,0,0,1,0,1
"28157",0,20,1046,1,0,0,3,2,0,2,2,4,1,3,3,3,2,0,0,1,0,0,1,0,1
"28160",0,24,594,0,4,0,3,2,0,3,2,4,3,4,3,4,2,11,10,1,0,1,0,0,4
"28161",0,47,936,2,3,3,3,1,3,1,1,1,4,4,3,4,1,0,3,1,0,0,1,0,4
"28162",1,22,1126,4,1,4,4,5,4,4,5,4,5,5,3,4,5,0,9,1,0,1,0,0,1
"28176",1,19,402,1,1,1,3,4,1,4,4,3,1,4,4,4,4,20,16,1,0,0,1,0,2
"28183",1,25,261,3,0,3,1,2,3,5,2,3,4,1,2,2,2,0,0,1,0,0,1,0,2
"28189",1,28,717,4,4,4,1,5,4,5,5,5,3,5,4,4,5,0,0,1,0,1,0,0,4
"28190",1,23,261,0,5,0,3,1,0,1,1,4,4,1,5,5,1,0,1,1,0,0,1,0,2
"28216",1,36,874,3,4,4,3,1,4,4,1,5,5,2,3,2,1,30,18,1,0,0,1,0,4
"28218",0,25,1671,3,0,3,2,2,3,2,2,3,2,5,4,4,2,61,52,1,0,1,0,0,1
"28230",1,23,502,0,0,0,4,5,0,5,5,5,5,4,3,5,5,44,26,1,0,1,0,0,2
"28232",1,23,264,3,4,3,3,1,3,1,1,1,5,4,4,4,1,20,55,1,0,0,1,0,2
"28251",1,23,1407,5,5,5,4,5,5,2,5,3,2,5,4,5,5,32,24,1,0,1,0,0,1
"28254",0,18,266,5,0,5,1,2,5,2,2,4,5,5,3,5,2,0,0,0,1,0,1,0,2
"28256",1,62,628,2,2,2,4,2,2,2,2,3,5,4,4,3,2,2,0,1,0,1,0,0,4
"28258",1,20,404,3,0,3,1,2,3,2,2,5,3,4,4,5,2,13,14,1,0,0,1,0,2
"28260",1,32,534,3,3,3,4,1,3,1,1,3,3,4,4,4,1,0,0,1,0,1,0,0,4
"28265",1,23,967,4,5,5,3,4,5,4,4,4,1,4,2,3,4,17,8,1,0,0,1,0,4
"28267",0,26,577,2,4,2,3,5,2,4,5,5,3,4,5,5,5,0,0,1,0,1,0,0,4
"28271",0,18,862,2,2,2,3,4,2,4,4,1,4,3,4,4,4,29,15,1,0,0,1,0,4
"28283",1,23,134,4,4,4,4,4,4,4,4,5,3,4,5,4,4,0,0,1,0,0,1,0,2
"28286",0,22,347,2,3,2,4,5,2,5,5,4,3,4,1,3,5,29,22,1,0,1,0,0,2
"28298",0,23,937,0,0,0,1,4,0,4,4,5,4,2,2,3,4,0,0,1,0,0,1,0,4
"28303",0,38,297,2,4,2,2,4,2,4,4,3,3,5,4,4,4,0,0,1,0,0,1,0,2
"28309",0,24,272,2,1,2,3,4,2,4,4,3,2,3,2,4,4,0,0,1,0,0,1,0,2
"28313",0,25,209,3,2,3,4,4,3,5,4,2,3,3,2,3,4,0,0,1,0,0,1,0,2
"28317",0,22,859,1,1,1,4,1,1,1,1,3,1,3,3,4,1,74,64,1,0,0,1,0,4
"28318",0,22,432,5,4,5,3,2,5,2,2,3,2,5,4,4,2,19,8,1,0,1,0,0,2
"28330",0,40,733,3,3,3,1,4,3,5,4,3,4,4,3,4,4,60,55,1,0,1,0,0,4
"28332",0,14,1075,4,4,4,2,1,4,1,1,3,2,5,4,1,1,6,1,1,0,0,1,0,1
"28333",1,28,1235,3,3,3,3,2,3,2,2,5,2,5,4,4,2,0,0,1,0,1,0,0,1
"28339",1,20,1297,4,4,4,3,5,4,5,5,4,4,5,4,4,5,42,53,1,0,0,1,0,1
"28349",0,57,665,4,4,4,3,2,4,1,2,4,5,4,3,3,2,37,91,1,0,0,1,0,4
"28359",0,29,1107,1,0,0,2,5,0,5,5,3,5,2,1,2,5,27,10,1,0,0,1,0,1
"28360",0,26,307,3,0,3,2,1,3,1,1,5,2,4,4,4,1,25,20,1,0,1,0,0,2
"28364",1,26,545,2,3,2,4,3,2,3,3,2,3,2,2,4,3,53,44,1,0,0,1,0,4
"28370",0,21,548,5,0,5,2,2,5,2,2,3,3,4,2,4,2,0,0,1,0,1,0,0,4
"28372",0,30,1522,3,3,3,4,5,3,5,5,5,3,4,3,4,5,0,6,1,0,1,0,0,1
"28377",1,27,371,1,0,1,2,3,1,3,3,1,2,1,5,4,3,0,0,1,0,0,1,0,2
"28388",1,27,1749,1,0,0,4,4,1,4,4,1,1,2,3,3,4,22,49,1,0,0,1,0,1
"28394",0,24,451,3,0,3,2,5,3,5,5,3,5,4,2,1,5,0,0,1,0,0,1,0,2
"28395",0,32,442,3,3,3,4,3,3,3,3,4,3,3,4,3,3,26,30,1,0,0,1,0,2
"28396",0,17,972,3,4,4,4,4,4,1,4,3,5,2,5,5,4,1,0,1,0,0,1,0,4
"28403",1,26,1069,1,1,1,4,2,1,3,2,4,3,3,3,3,2,0,2,1,0,1,0,0,1
"28406",0,22,802,2,2,2,4,4,2,4,4,2,5,4,4,4,4,6,0,1,0,0,1,0,4
"28407",1,27,867,4,4,4,5,5,4,5,5,3,5,4,4,5,5,0,0,1,0,1,0,0,4
"28408",1,29,770,4,4,4,4,4,4,4,4,3,2,4,1,4,4,0,6,1,0,0,1,0,4
"28409",1,17,2288,3,3,3,4,4,3,5,4,2,3,3,1,3,4,0,4,1,0,0,1,0,3
"28411",1,44,192,1,1,1,1,5,1,5,5,5,5,4,4,5,5,0,0,1,0,1,0,0,2
"28419",0,28,1404,1,1,1,5,5,1,5,5,4,5,4,3,2,5,0,0,1,0,0,1,0,1
"28425",0,25,992,1,5,1,3,3,1,3,3,5,4,4,5,4,3,0,0,1,0,1,0,0,1
"28432",0,29,711,2,2,2,4,4,2,4,4,4,5,3,3,3,4,19,10,1,0,0,1,0,4
"28441",0,52,752,4,4,4,4,4,4,4,4,3,1,4,1,3,4,36,21,1,0,0,0,1,4
"28445",1,51,1746,1,0,1,4,1,1,1,1,5,3,5,4,4,1,20,22,0,1,0,1,0,1
"28449",0,27,213,4,2,4,1,2,4,2,2,2,1,1,4,1,2,6,4,1,0,0,1,0,2
"28451",1,22,632,3,4,3,3,2,3,3,2,4,4,5,5,4,2,0,0,1,0,0,1,0,4
"28456",0,24,666,1,3,1,4,2,1,2,2,1,2,4,4,4,2,3,0,1,0,0,1,0,4
"28463",0,12,679,2,3,3,4,3,3,3,3,2,2,4,3,4,3,0,0,1,0,0,1,0,4
"28467",1,25,1234,3,3,3,4,3,3,3,3,3,5,3,4,4,3,13,2,1,0,0,1,0,1
"28471",0,23,222,1,1,1,4,4,1,2,4,3,2,3,2,3,4,0,0,1,0,0,1,0,2
"28478",1,34,630,2,2,2,3,5,2,5,5,4,4,4,3,4,5,0,0,1,0,1,0,0,4
"28480",0,40,752,4,4,4,2,1,4,5,1,4,2,4,3,5,1,19,29,1,0,1,0,0,4
"28482",1,49,978,1,1,1,1,5,1,5,5,5,5,4,5,1,5,5,4,1,0,0,1,0,1
"28498",0,36,537,3,2,3,3,3,3,3,3,2,2,4,3,3,3,29,18,1,0,0,1,0,4
"28499",0,23,1037,0,0,0,2,3,0,3,3,3,5,5,4,5,3,0,0,1,0,1,0,0,1
"28510",1,21,86,5,0,5,2,2,5,2,2,5,5,3,5,2,2,0,11,1,0,0,1,0,2
"28513",0,20,404,1,3,1,3,2,1,4,2,4,3,4,3,3,2,1,0,1,0,0,1,0,2
"28520",0,59,201,3,3,3,2,4,3,4,4,4,5,4,3,4,4,0,0,1,0,1,0,0,2
"28522",1,38,441,3,4,3,3,3,3,3,3,3,3,3,3,3,3,100,104,1,0,0,1,0,2
"28527",1,41,1331,2,2,2,5,3,2,3,3,4,4,5,4,4,3,1,0,1,0,1,0,0,1
"28533",0,12,1416,3,3,3,3,3,3,3,3,4,3,5,4,4,3,0,0,1,0,0,1,0,1
"28534",0,26,1055,3,3,3,3,2,3,2,2,3,3,4,5,4,2,1,0,1,0,1,0,0,1
"28537",0,54,229,2,0,2,4,2,1,1,1,5,4,4,1,3,1,131,140,1,0,0,1,0,2
"28559",0,49,1173,1,1,1,3,4,1,4,4,1,2,1,1,1,4,1,0,1,0,0,1,0,1
"28562",0,20,414,0,5,0,1,5,0,5,5,5,3,5,5,4,5,0,0,1,0,1,0,0,2
"28583",1,22,316,4,0,3,4,2,3,2,2,5,5,4,5,5,2,0,0,1,0,1,0,0,2
"28586",0,28,2640,2,2,2,4,3,2,5,3,3,2,4,1,4,3,54,27,1,0,0,1,0,3
"28592",1,24,600,3,0,3,1,2,3,2,2,5,5,5,4,4,2,32,56,1,0,0,1,0,4
"28593",1,37,639,4,0,4,3,4,4,4,4,2,4,3,4,2,4,117,113,1,0,0,1,0,4
"28595",0,32,975,2,2,2,3,4,2,4,4,4,1,4,1,4,4,38,50,1,0,0,1,0,1
"28596",0,36,1008,2,2,2,4,1,2,1,1,4,4,4,3,3,1,25,5,1,0,0,0,1,1
"28604",1,27,853,4,4,4,4,5,4,3,5,2,1,1,4,5,5,0,7,1,0,0,1,0,4
"28606",0,26,481,3,1,3,2,4,3,4,4,3,4,3,4,2,4,0,0,1,0,0,1,0,2
"28609",0,39,227,2,2,2,2,3,2,3,3,5,3,5,4,4,3,0,0,1,0,1,0,0,2
"28613",1,24,283,2,0,2,2,5,2,4,5,3,3,5,5,5,5,0,0,1,0,0,1,0,2
"28621",1,38,320,3,4,3,3,5,3,5,5,2,5,4,3,4,5,0,0,1,0,0,1,0,2
"28625",0,28,1180,1,1,1,4,2,1,2,2,3,5,4,4,4,2,0,0,1,0,0,1,0,1
"28631",1,44,1171,2,2,2,3,1,2,4,1,1,5,4,1,4,1,114,115,1,0,1,0,0,1
"28632",1,23,102,3,0,3,1,5,3,5,5,5,2,5,4,4,5,5,5,1,0,0,1,0,2
"28644",0,28,1585,1,1,1,3,2,1,5,2,1,5,4,1,3,2,5,3,1,0,0,0,1,1
"28647",0,24,1186,0,3,0,3,4,0,4,4,3,3,4,4,4,4,13,0,1,0,1,0,0,1
"28649",0,11,2704,4,4,4,4,1,4,1,1,4,3,4,3,5,1,8,0,1,0,1,0,0,3
"28654",0,42,257,2,2,2,3,2,2,2,2,3,5,3,1,4,2,0,0,1,0,0,0,1,2
"28661",0,72,2486,2,2,2,1,2,3,3,4,2,2,2,3,3,3,4,17,1,0,0,1,0,3
"28668",1,39,370,3,4,3,3,3,3,3,3,2,1,4,4,4,3,7,1,1,0,0,1,0,2
"28674",0,26,1024,4,4,4,1,5,4,5,5,3,2,4,4,5,5,16,14,1,0,1,0,0,1
"28675",1,27,715,2,2,2,3,4,2,1,4,3,1,2,2,3,4,0,0,1,0,0,1,0,4
"28681",1,56,845,3,5,3,1,1,3,1,1,4,4,5,3,5,1,0,0,0,1,0,1,0,4
"28683",0,39,1195,4,5,5,5,1,5,1,1,1,4,3,3,5,1,10,6,1,0,1,0,0,1
"28686",0,27,680,2,2,2,2,2,2,2,2,3,1,5,3,3,2,0,0,1,0,0,1,0,4
"28692",0,22,361,4,4,4,3,5,4,5,5,4,1,4,2,4,5,0,0,1,0,0,1,0,2
"28696",0,14,711,0,0,0,1,1,0,1,1,4,3,4,4,5,1,77,62,1,0,0,1,0,4
"28710",1,34,2139,3,3,3,1,5,3,5,5,4,2,5,4,5,5,0,0,1,0,1,0,0,3
"28714",0,42,948,5,5,5,4,4,5,4,4,4,4,5,4,4,4,1,0,1,0,1,0,0,4
"28715",1,38,524,3,2,3,4,4,3,5,4,2,2,4,1,3,4,12,17,1,0,0,1,0,4
"28717",1,40,113,1,1,1,4,3,1,3,3,5,3,5,4,4,3,22,20,1,0,1,0,0,2
