"","satisfaction","Gender","Customer.Type","Age","Type.of.Travel","Class","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","cluster"
"21611",0,0,"disloyal Customer",45,"Business travel","Eco",315,2,0,2,3,2,2,2,2,5,3,3,2,3,2,0,0,4
"21613",0,1,"disloyal Customer",22,"Business travel","Eco",762,3,3,3,3,2,3,2,2,5,3,5,3,5,2,10,3,3
"21614",1,1,"disloyal Customer",22,"Business travel","Eco",399,5,1,5,3,4,1,4,4,1,2,4,2,5,4,0,8,2
"21616",1,1,"disloyal Customer",15,"Business travel","Business",1111,0,0,0,5,5,0,4,5,4,5,5,4,4,5,0,2,1
"21617",0,0,"disloyal Customer",26,"Business travel","Eco",646,1,3,1,4,3,1,3,3,3,5,3,4,4,3,16,20,4
"21620",0,1,"disloyal Customer",35,"Business travel","Eco",209,2,0,2,3,2,2,2,2,3,1,1,1,3,2,0,0,4
"21626",0,0,"disloyal Customer",22,"Business travel","Eco",462,1,0,1,2,5,1,2,5,3,4,4,3,5,5,0,0,1
"21631",1,0,"disloyal Customer",20,"Business travel","Eco",1024,4,4,4,1,4,4,4,4,1,2,5,4,3,4,25,33,2
"21633",1,0,"disloyal Customer",12,"Business travel","Business",989,0,0,0,1,3,0,3,3,5,4,4,4,5,3,0,0,4
"21635",1,1,"disloyal Customer",21,"Business travel","Eco",190,5,0,5,3,2,5,2,2,5,3,1,3,4,2,0,0,3
"21643",0,1,"disloyal Customer",36,"Business travel","Business",1062,2,2,2,3,4,2,4,4,4,5,4,3,4,4,0,0,1
"21653",0,1,"disloyal Customer",35,"Business travel","Eco",1721,4,4,4,4,4,4,4,4,1,5,4,3,3,4,0,0,2
"21659",0,0,"disloyal Customer",25,"Business travel","Eco",1011,4,4,4,4,2,4,2,2,2,4,4,1,4,2,13,8,3
"21664",0,1,"disloyal Customer",24,"Business travel","Eco",1117,2,2,2,5,2,2,2,2,4,3,5,5,5,2,2,0,4
"21670",0,1,"disloyal Customer",26,"Business travel","Eco",1101,4,4,4,3,4,4,4,4,4,1,1,2,2,4,2,0,2
"21676",0,1,"disloyal Customer",29,"Business travel","Business",1460,3,3,3,3,1,3,1,1,4,4,5,4,5,1,7,25,3
"21680",0,0,"disloyal Customer",42,"Business travel","Eco",253,1,0,1,4,4,1,4,4,5,3,3,3,3,4,0,0,1
"21690",0,0,"disloyal Customer",27,"Business travel","Eco",217,2,3,2,4,2,2,3,2,1,3,4,1,3,2,0,0,4
"21691",0,0,"disloyal Customer",24,"Business travel","Eco",177,3,2,3,4,3,3,3,3,1,1,4,4,4,3,0,17,3
"21692",0,1,"disloyal Customer",22,"Business travel","Eco",420,3,2,3,3,1,3,1,1,1,4,4,4,3,1,0,0,3
"21696",0,1,"disloyal Customer",17,"Business travel","Eco",491,1,4,1,4,1,1,1,1,4,4,3,4,3,1,0,1,4
"21705",1,0,"disloyal Customer",26,"Business travel","Business",377,4,0,4,1,5,4,5,5,4,3,4,5,4,5,0,0,2
"21707",1,0,"disloyal Customer",37,"Business travel","Business",304,4,4,4,4,3,4,3,3,4,4,4,4,4,3,0,0,2
"21708",0,1,"disloyal Customer",26,"Business travel","Business",404,1,4,1,3,3,1,3,3,5,5,5,5,4,3,0,0,4
"21715",0,0,"disloyal Customer",43,"Business travel","Eco",922,3,3,3,4,3,3,3,3,4,1,1,5,1,3,0,0,3
"21724",1,1,"disloyal Customer",24,"Business travel","Business",239,0,5,0,4,3,0,3,3,4,4,4,5,4,3,106,105,4
"21725",0,0,"disloyal Customer",22,"Business travel","Eco",919,1,1,1,4,5,1,5,5,3,3,4,4,4,5,35,46,1
"21729",1,0,"disloyal Customer",22,"Business travel","Business",646,5,4,5,4,5,5,5,5,5,2,5,3,5,5,6,20,2
"21750",0,1,"disloyal Customer",23,"Business travel","Eco",409,4,4,4,4,5,4,5,5,2,5,3,4,4,5,0,7,2
"21758",0,1,"disloyal Customer",48,"Business travel","Business",2378,3,3,3,4,2,3,2,2,3,5,5,3,4,2,0,0,3
"21769",0,1,"disloyal Customer",25,"Business travel","Eco",867,1,1,1,3,1,1,2,1,3,3,3,4,4,1,0,35,4
"21781",0,1,"disloyal Customer",10,"Business travel","Eco",1024,4,5,5,5,5,5,5,5,3,2,3,1,4,5,0,0,2
"21786",0,0,"disloyal Customer",24,"Business travel","Eco",1312,3,3,3,4,3,1,1,2,4,2,4,1,4,1,145,147,4
"21797",0,0,"disloyal Customer",21,"Business travel","Eco",239,4,0,4,4,4,4,5,4,3,5,4,4,5,4,2,0,2
"21798",0,0,"disloyal Customer",36,"Business travel","Eco",308,4,0,4,4,1,4,1,1,3,4,4,5,1,1,0,0,3
"21799",0,1,"disloyal Customer",54,"Business travel","Business",173,2,2,2,1,4,2,4,4,5,3,4,3,4,4,5,8,1
"21800",0,1,"disloyal Customer",23,"Business travel","Eco",1021,2,2,2,5,3,2,1,3,4,2,4,3,4,3,0,11,4
"21804",0,0,"disloyal Customer",29,"Business travel","Eco Plus",655,4,4,4,4,5,4,5,5,3,5,3,2,3,5,0,0,2
"21806",0,0,"disloyal Customer",22,"Business travel","Eco",221,2,0,2,4,4,2,5,4,1,3,5,3,5,4,0,11,1
"21816",1,1,"disloyal Customer",24,"Business travel","Business",590,5,5,5,2,4,5,4,4,3,2,4,3,5,4,0,0,2
"21817",1,0,"disloyal Customer",21,"Business travel","Business",1013,0,0,0,5,2,0,2,2,5,2,4,4,4,2,17,20,4
"21818",1,0,"disloyal Customer",21,"Business travel","Business",204,5,4,5,4,1,5,1,1,5,2,5,4,4,1,0,0,3
"21824",0,1,"disloyal Customer",36,"Business travel","Eco",447,3,3,3,4,1,3,1,1,3,1,4,4,4,1,4,0,3
"21827",0,1,"disloyal Customer",40,"Business travel","Business",594,1,0,0,1,1,0,1,1,3,5,5,4,5,1,25,9,4
"21843",0,0,"disloyal Customer",25,"Business travel","Business",1062,3,0,2,1,5,2,5,5,5,3,5,5,4,5,40,25,1
"21873",0,0,"disloyal Customer",28,"Business travel","Eco",550,4,4,4,1,2,4,2,2,2,4,5,2,3,2,43,30,3
"21876",0,0,"disloyal Customer",36,"Business travel","Eco Plus",325,3,4,4,3,4,4,5,4,2,1,3,2,4,4,8,0,2
"21878",0,1,"disloyal Customer",34,"Business travel","Business",2704,3,3,3,3,3,5,5,3,1,4,3,5,1,5,4,9,2
"21900",0,1,"disloyal Customer",22,"Business travel","Eco",134,1,4,1,4,4,1,4,4,2,2,3,3,4,4,27,18,1
"21904",0,1,"disloyal Customer",34,"Business travel","Eco",337,3,0,4,1,2,4,2,2,1,2,2,3,1,2,0,1,3
"21906",0,1,"disloyal Customer",36,"Business travel","Business",957,2,2,2,3,1,2,1,1,3,3,5,3,5,1,0,0,4
"21907",0,0,"disloyal Customer",23,"Business travel","Eco",197,2,2,2,4,3,2,3,3,1,5,3,3,3,3,0,9,4
"21909",0,1,"disloyal Customer",24,"Business travel","Eco",944,1,1,1,4,4,1,4,4,1,3,4,3,4,4,0,0,1
"21910",0,0,"disloyal Customer",27,"Business travel","Eco",861,2,2,2,4,2,2,2,2,2,4,4,1,4,2,2,0,4
"21914",0,1,"disloyal Customer",45,"Business travel","Business",404,1,2,2,4,2,1,2,2,5,2,4,4,5,2,17,7,4
"21918",1,0,"disloyal Customer",41,"Business travel","Business",594,3,3,3,2,4,3,4,4,5,5,4,4,4,4,0,0,2
"21919",0,0,"disloyal Customer",19,"Business travel","Eco",480,1,2,1,4,5,1,3,5,2,4,4,2,4,5,28,28,1
"21921",0,1,"disloyal Customer",37,"Business travel","Business",419,3,3,3,2,5,3,5,5,5,5,4,3,5,5,23,26,2
"21925",0,1,"disloyal Customer",42,"Business travel","Business",452,2,2,2,3,3,2,3,3,5,3,5,3,4,3,14,9,4
"21927",0,1,"disloyal Customer",39,"Business travel","Eco",694,3,3,3,2,3,3,3,3,2,3,4,3,3,3,67,67,3
"21929",0,1,"disloyal Customer",44,"Business travel","Eco",627,1,0,1,3,2,1,2,2,3,1,3,4,4,2,6,0,4
"21935",1,0,"disloyal Customer",48,"Business travel","Business",1005,4,4,4,3,3,4,1,3,3,5,5,4,4,3,0,0,3
"21938",1,1,"disloyal Customer",26,"Business travel","Business",438,0,0,0,1,4,0,4,4,5,5,4,5,5,4,0,0,1
"21944",0,0,"disloyal Customer",38,"Business travel","Eco Plus",572,2,2,2,1,3,2,5,3,5,2,1,5,5,3,0,0,1
"21955",0,1,"disloyal Customer",23,"Business travel","Eco",251,4,2,4,4,4,4,4,4,3,2,4,4,3,4,13,7,2
"21959",0,0,"disloyal Customer",44,"Business travel","Eco",404,3,3,3,4,5,3,2,5,1,2,4,3,3,5,0,0,1
"21962",0,1,"disloyal Customer",31,"Business travel","Business",1164,1,1,1,3,1,1,1,1,3,2,3,1,2,1,4,0,4
"21964",1,1,"disloyal Customer",43,"Business travel","Business",632,5,5,5,5,2,5,2,2,5,3,4,4,5,2,0,0,3
"21984",1,0,"disloyal Customer",27,"Business travel","Business",805,0,0,0,2,1,0,1,1,5,3,3,4,4,1,0,5,4
"21991",0,1,"disloyal Customer",27,"Business travel","Business",1118,2,2,2,3,2,2,4,2,4,2,3,2,2,2,111,106,4
"21993",0,1,"disloyal Customer",21,"Business travel","Eco",674,2,2,2,3,5,2,4,5,1,3,3,2,3,5,1,0,1
"22000",0,1,"disloyal Customer",21,"Business travel","Eco",277,1,1,1,2,1,1,1,4,2,3,2,1,2,1,111,160,4
"22002",0,1,"disloyal Customer",13,"Business travel","Eco",783,2,2,2,4,5,2,5,5,4,5,4,1,3,5,30,20,1
"22003",0,1,"disloyal Customer",25,"Business travel","Business",761,3,0,3,5,3,3,1,3,5,2,4,4,4,3,0,0,3
"22004",1,0,"disloyal Customer",22,"Business travel","Eco",127,5,0,5,3,5,5,5,5,3,3,3,2,2,5,0,0,2
"22018",0,0,"disloyal Customer",25,"Business travel","Eco",221,2,1,2,3,3,2,3,3,4,4,3,4,4,3,0,0,4
"22032",0,1,"disloyal Customer",25,"Business travel","Eco",959,4,4,4,3,3,4,3,3,4,5,4,3,3,3,65,36,2
"22040",0,0,"disloyal Customer",21,"Business travel","Eco",119,3,2,3,3,5,3,1,5,3,1,3,2,4,5,0,6,1
"22045",1,0,"disloyal Customer",19,"Business travel","Eco",440,4,0,4,3,1,4,1,1,4,5,4,5,4,1,0,0,3
"22046",0,1,"disloyal Customer",18,"Business travel","Eco",954,1,1,1,4,3,1,1,3,3,1,3,4,4,3,108,119,4
"22055",0,0,"disloyal Customer",37,"Business travel","Eco",797,4,4,4,1,1,4,1,1,1,2,3,2,4,1,0,0,3
"22061",0,1,"disloyal Customer",22,"Business travel","Eco",1379,4,4,4,3,3,4,3,3,2,4,3,4,3,3,0,0,3
"22065",0,0,"disloyal Customer",44,"Business travel","Eco",277,2,4,2,2,5,2,5,5,1,1,5,2,4,5,57,43,1
"22067",1,0,"disloyal Customer",50,"Business travel","Business",1333,4,4,4,3,4,4,4,4,3,5,4,3,4,4,14,4,2
"22077",0,0,"disloyal Customer",21,"Business travel","Eco",1178,4,4,4,3,4,1,2,3,5,4,4,2,1,2,76,102,3
"22087",1,0,"disloyal Customer",22,"Business travel","Eco",854,4,4,4,3,1,4,1,1,3,4,1,5,5,1,6,0,3
"22089",0,0,"disloyal Customer",44,"Business travel","Eco Plus",1192,2,2,2,3,4,2,4,4,3,1,2,4,3,4,26,27,1
"22094",0,1,"disloyal Customer",62,"Business travel","Eco",448,3,3,3,3,4,3,4,4,4,1,1,1,3,4,0,0,1
"22095",0,1,"disloyal Customer",30,"Business travel","Business",1547,2,1,1,5,5,1,4,5,4,3,5,4,5,5,40,44,1
"22097",0,0,"disloyal Customer",28,"Business travel","Eco",201,1,3,1,4,2,1,2,2,3,5,4,1,3,2,0,0,4
"22105",0,0,"disloyal Customer",36,"Business travel","Business",1390,2,2,2,2,3,2,3,3,5,5,4,4,4,3,1,0,4
"22108",0,1,"disloyal Customer",50,"Personal Travel","Eco",2475,1,5,1,3,4,1,4,4,4,5,4,5,4,4,0,0,1
"22110",1,0,"disloyal Customer",22,"Business travel","Business",1205,4,4,4,4,5,4,5,5,3,2,4,3,5,5,0,0,2
"22113",0,1,"disloyal Customer",9,"Business travel","Eco",1375,2,2,2,3,1,2,1,1,2,2,2,1,3,1,0,19,4
"22123",0,0,"disloyal Customer",37,"Business travel","Business",548,3,2,2,4,4,2,4,4,3,5,4,5,5,4,0,0,1
"22129",0,0,"disloyal Customer",33,"Business travel","Eco",999,3,3,3,4,1,3,1,1,1,4,3,1,4,1,33,19,3
"22140",0,0,"disloyal Customer",20,"Business travel","Eco",261,3,1,3,4,2,3,2,2,1,2,3,3,4,2,0,0,3
"22147",0,1,"disloyal Customer",30,"Business travel","Business",677,1,1,1,4,3,1,3,3,5,2,5,3,5,3,0,0,4
"22149",0,0,"disloyal Customer",22,"Business travel","Business",237,2,2,2,4,3,2,1,3,2,4,3,3,3,3,16,17,4
"22156",0,0,"disloyal Customer",23,"Business travel","Eco",430,3,5,3,5,4,3,4,4,3,5,1,2,3,4,0,0,1
"22162",0,1,"disloyal Customer",22,"Business travel","Eco",1119,3,3,3,3,4,3,4,4,4,4,4,4,4,4,0,0,2
"22165",1,1,"disloyal Customer",24,"Business travel","Business",429,4,0,4,2,5,4,5,5,3,5,4,5,5,5,0,0,2
"22166",0,1,"disloyal Customer",37,"Business travel","Eco",1013,2,1,1,3,3,1,3,3,4,4,3,4,3,3,35,32,4
"22171",0,0,"disloyal Customer",48,"Business travel","Business",295,4,4,4,2,2,4,2,2,4,2,4,4,4,2,0,0,3
"22178",1,1,"disloyal Customer",39,"Business travel","Eco",262,5,1,5,2,2,5,2,2,2,5,3,3,3,2,0,0,3
"22185",0,0,"disloyal Customer",9,"Business travel","Eco",852,4,4,4,3,3,4,3,3,2,4,4,1,3,3,0,0,3
"22190",0,0,"disloyal Customer",43,"Business travel","Eco",467,2,4,2,3,4,2,4,4,3,2,1,4,2,4,23,54,1
"22192",1,1,"disloyal Customer",21,"Business travel","Eco",488,4,4,4,1,1,4,1,1,4,5,4,3,4,1,0,0,3
"22198",0,0,"disloyal Customer",33,"Business travel","Eco Plus",2704,2,2,2,5,5,2,5,5,5,2,4,3,4,5,40,44,1
"22229",0,0,"disloyal Customer",72,"Business travel","Eco",308,2,0,2,1,1,2,1,1,4,5,5,1,4,1,93,91,4
"22233",0,0,"disloyal Customer",24,"Business travel","Eco",170,1,2,1,3,2,1,2,2,1,4,3,2,4,2,0,0,4
"22243",1,0,"disloyal Customer",21,"Business travel","Eco",650,5,0,5,2,3,5,3,3,4,2,4,3,5,3,0,0,2
"22247",0,1,"disloyal Customer",32,"Business travel","Eco",746,3,3,3,4,2,3,2,2,4,4,3,2,3,2,0,0,3
"22254",0,1,"disloyal Customer",38,"Business travel","Business",589,3,2,2,3,2,2,2,2,4,1,4,1,3,2,0,0,4
"22255",0,1,"disloyal Customer",39,"Business travel","Eco",907,2,2,2,3,5,2,5,5,3,1,2,1,3,5,0,0,1
"22266",0,0,"disloyal Customer",19,"Business travel","Eco",456,2,2,2,3,1,2,1,1,4,5,3,4,3,1,0,0,4
"22267",0,0,"disloyal Customer",36,"Business travel","Eco",447,2,1,2,2,3,2,3,3,3,4,3,2,2,3,0,0,4
"22272",0,0,"disloyal Customer",25,"Business travel","Eco Plus",861,2,0,1,3,1,1,1,1,3,4,4,4,3,1,0,0,4
"22274",0,1,"disloyal Customer",39,"Business travel","Business",224,2,2,2,3,2,2,2,2,4,4,4,5,4,2,9,29,4
"22288",1,0,"disloyal Customer",24,"Business travel","Eco",189,0,5,0,2,5,0,5,5,4,3,5,4,4,5,0,0,1
"22289",0,0,"disloyal Customer",22,"Business travel","Eco",175,1,0,1,3,3,1,2,3,1,1,5,4,2,3,0,0,4
"22290",0,0,"disloyal Customer",23,"Business travel","Eco",991,1,1,1,4,4,1,4,4,3,1,3,1,4,4,7,48,1
"22293",0,0,"disloyal Customer",45,"Business travel","Eco",113,2,0,2,3,1,2,1,1,2,4,1,3,5,1,0,27,4
"22303",0,1,"disloyal Customer",28,"Business travel","Eco",1332,1,2,2,4,5,1,3,5,2,5,4,1,3,5,2,0,1
"22306",0,0,"disloyal Customer",16,"Business travel","Eco",479,3,4,3,3,3,5,4,4,5,4,3,4,2,4,123,149,2
"22307",0,0,"disloyal Customer",30,"Business travel","Business",647,2,2,2,4,4,2,5,4,3,5,5,4,5,4,4,0,1
"22309",1,1,"disloyal Customer",25,"Business travel","Business",1299,4,4,4,2,3,4,3,3,5,4,5,4,4,3,12,0,2
"22318",0,0,"disloyal Customer",34,"Business travel","Eco Plus",816,1,1,1,3,5,1,5,5,3,1,4,3,3,5,119,121,1
"22319",0,0,"disloyal Customer",29,"Business travel","Business",1390,3,3,3,2,4,3,4,4,4,3,5,5,4,4,0,0,2
"22320",0,0,"disloyal Customer",34,"Business travel","Business",414,3,3,3,4,4,3,4,4,5,5,5,5,5,4,0,0,2
"22325",1,1,"disloyal Customer",28,"Business travel","Business",692,4,3,3,2,4,3,3,4,5,4,5,3,4,4,3,0,2
"22327",1,1,"disloyal Customer",24,"Business travel","Business",453,5,1,5,4,4,5,5,4,4,3,4,3,5,4,67,74,2
"22331",0,1,"disloyal Customer",25,"Business travel","Eco",1546,2,2,2,1,2,2,2,2,3,4,5,4,4,2,0,0,4
"22341",0,0,"disloyal Customer",31,"Business travel","Business",1910,3,3,3,4,3,3,2,3,4,2,2,3,4,3,0,0,3
"22344",1,1,"disloyal Customer",57,"Business travel","Business",106,4,4,4,5,3,4,3,3,3,4,4,4,4,3,0,0,3
"22347",0,0,"disloyal Customer",28,"Business travel","Eco",1189,3,3,3,3,5,3,5,5,2,1,3,3,4,5,57,46,1
"22350",0,0,"disloyal Customer",29,"Business travel","Business",1605,2,2,2,3,4,2,5,4,4,3,3,3,4,4,8,4,1
"22360",1,1,"disloyal Customer",24,"Business travel","Eco",1590,4,4,4,1,3,4,3,3,3,3,5,3,4,3,0,7,2
"22361",1,0,"disloyal Customer",21,"Business travel","Business",1055,5,5,5,3,5,5,5,5,4,3,4,3,4,5,12,4,2
"22374",0,0,"disloyal Customer",62,"Business travel","Business",920,2,2,2,1,1,2,1,1,4,2,5,3,5,1,0,0,4
"22378",0,1,"disloyal Customer",36,"Business travel","Business",226,1,1,1,1,2,1,2,2,3,4,5,5,4,2,0,0,4
"22380",0,0,"disloyal Customer",28,"Business travel","Eco",421,2,3,2,2,5,2,5,5,1,2,4,4,5,5,0,1,1
"22390",0,0,"disloyal Customer",27,"Business travel","Eco",201,1,3,0,3,5,0,5,5,2,3,4,3,3,5,5,0,1
"22399",0,0,"disloyal Customer",26,"Business travel","Eco",228,3,5,3,1,4,3,2,4,1,1,1,2,2,4,0,8,1
"22411",1,1,"disloyal Customer",25,"Business travel","Eco",1249,4,5,5,4,1,5,3,1,3,1,5,3,3,1,0,0,3
"22413",0,0,"disloyal Customer",61,"Business travel","Eco",304,4,2,4,3,4,4,4,4,1,3,3,1,3,4,0,0,1
"22414",0,0,"disloyal Customer",21,"Business travel","Eco",2677,3,3,3,2,3,1,1,1,3,4,3,1,4,1,0,17,4
"22425",0,1,"disloyal Customer",36,"Business travel","Business",277,1,1,1,4,3,1,3,3,4,1,4,1,3,3,0,0,4
"22431",0,0,"disloyal Customer",33,"Business travel","Business",413,2,3,3,3,4,3,2,4,4,5,5,4,5,4,0,0,2
"22434",0,0,"disloyal Customer",28,"Business travel","Eco",1107,3,3,3,4,2,3,2,2,4,3,3,4,3,2,0,0,3
"22435",1,1,"disloyal Customer",29,"Business travel","Business",2446,0,0,0,2,0,2,2,3,2,3,4,2,3,2,0,11,4
"22437",0,0,"disloyal Customer",38,"Business travel","Eco",216,4,2,4,4,4,4,4,4,3,4,3,4,2,4,187,205,2
"22438",0,1,"disloyal Customer",28,"Business travel","Business",862,2,3,3,5,3,1,3,4,4,5,5,3,5,3,165,155,4
"22439",0,1,"disloyal Customer",34,"Business travel","Eco",334,1,3,1,1,3,1,3,3,3,1,5,1,5,3,0,14,4
"22441",0,1,"disloyal Customer",44,"Business travel","Eco",370,2,4,2,5,4,2,4,4,5,5,4,2,5,4,0,0,1
"22442",0,0,"disloyal Customer",9,"Business travel","Eco",868,3,3,3,4,3,3,3,3,4,2,2,3,3,3,65,59,3
"22444",0,0,"disloyal Customer",37,"Business travel","Business",432,3,3,3,5,4,3,4,4,4,4,5,5,4,4,0,0,2
"22446",0,1,"disloyal Customer",36,"Business travel","Eco",446,4,2,4,4,5,4,4,5,2,2,4,4,3,5,104,100,2
"22449",0,1,"disloyal Customer",36,"Business travel","Eco",162,1,5,1,4,3,1,3,3,5,4,4,1,3,3,9,11,4
"22453",0,0,"disloyal Customer",34,"Business travel","Eco",349,3,2,3,4,4,3,5,4,3,1,4,1,3,4,37,27,1
"22461",1,0,"disloyal Customer",39,"Business travel","Eco Plus",231,2,2,2,1,2,2,2,2,4,4,3,4,4,2,0,0,4
"22467",1,1,"disloyal Customer",24,"Business travel","Eco",110,5,0,4,4,3,4,3,3,2,1,3,1,1,3,7,0,3
"22479",0,1,"disloyal Customer",25,"Business travel","Business",813,3,0,3,3,1,3,1,1,4,5,4,3,5,1,4,0,3
"22483",0,0,"disloyal Customer",23,"Business travel","Eco",509,4,4,4,4,5,4,5,5,4,5,3,3,4,5,41,29,2
"22484",0,0,"disloyal Customer",25,"Business travel","Eco",1167,2,3,3,3,2,3,1,2,3,2,4,3,4,2,0,0,3
"22489",0,0,"disloyal Customer",28,"Business travel","Eco",872,1,2,2,1,2,2,3,2,3,3,2,2,2,2,0,0,4
"22498",1,0,"disloyal Customer",29,"Business travel","Business",868,4,4,4,4,5,4,5,5,5,5,5,4,5,5,37,19,2
"22501",1,0,"disloyal Customer",25,"Business travel","Business",928,4,0,4,2,1,4,4,1,4,5,3,3,4,1,11,0,3
"22502",0,0,"disloyal Customer",25,"Business travel","Eco",1076,4,4,4,3,3,4,3,3,2,2,2,2,3,3,2,0,3
"22504",0,0,"disloyal Customer",55,"Business travel","Eco",67,1,1,0,4,2,0,2,2,1,1,4,2,4,2,37,28,4
"22506",1,0,"disloyal Customer",24,"Business travel","Business",407,4,0,5,2,2,5,2,2,5,3,4,3,5,2,29,22,3
"22520",1,0,"disloyal Customer",22,"Business travel","Eco",965,4,4,4,3,2,4,2,2,3,2,4,4,1,2,0,0,3
"22525",1,1,"disloyal Customer",26,"Business travel","Business",338,4,4,3,1,3,3,3,3,4,4,5,5,5,3,4,0,2
"22532",0,0,"disloyal Customer",24,"Business travel","Eco",1379,3,3,3,3,3,3,3,3,2,4,5,3,4,3,10,2,3
"22537",0,0,"disloyal Customer",32,"Business travel","Eco",403,4,3,4,3,4,4,5,4,2,1,4,4,3,4,0,0,2
"22540",0,0,"disloyal Customer",52,"Business travel","Business",993,2,2,2,2,3,2,3,3,3,5,5,3,5,3,0,0,4
"22543",1,0,"disloyal Customer",20,"Business travel","Business",1044,0,2,0,3,2,0,2,2,5,2,4,4,4,2,7,11,4
"22545",0,0,"disloyal Customer",13,"Business travel","Eco",517,1,4,1,3,4,1,4,4,5,3,4,3,4,4,14,25,1
"22547",0,0,"disloyal Customer",31,"Business travel","Eco",1118,1,1,1,4,2,1,2,2,3,5,4,4,4,2,0,20,4
"22548",0,1,"disloyal Customer",49,"Business travel","Eco Plus",911,4,4,4,4,1,4,1,1,1,5,4,1,4,1,0,0,3
"22551",0,1,"disloyal Customer",26,"Business travel","Business",160,1,4,1,2,1,1,1,1,5,5,4,4,5,1,0,0,4
"22558",0,1,"disloyal Customer",19,"Business travel","Eco",533,3,0,3,1,2,3,2,2,3,3,5,3,4,2,32,63,3
"22567",0,0,"disloyal Customer",17,"Business travel","Eco",1050,1,1,1,2,5,1,5,5,2,2,3,3,4,5,0,0,1
"22572",0,0,"disloyal Customer",22,"Business travel","Eco",1060,3,3,3,3,5,3,5,5,3,2,4,3,4,5,2,0,2
"22576",0,1,"disloyal Customer",20,"Business travel","Eco",653,3,5,4,4,3,4,3,3,1,4,4,3,3,3,0,0,3
"22580",1,0,"disloyal Customer",20,"Business travel","Eco",349,0,1,0,3,1,0,4,1,5,5,4,4,4,1,9,0,4
"22589",0,1,"disloyal Customer",36,"Business travel","Business",413,3,3,3,3,2,3,2,2,4,3,4,5,4,2,54,74,3
"22590",0,0,"disloyal Customer",25,"Business travel","Eco",551,2,2,2,4,2,2,2,2,1,5,3,4,3,2,95,85,4
"22603",1,1,"disloyal Customer",46,"Business travel","Business",954,5,5,5,1,1,5,5,1,3,4,4,5,5,1,0,0,3
"22611",0,0,"disloyal Customer",64,"Business travel","Eco",239,3,3,3,3,2,3,2,2,3,3,3,4,3,2,1,0,3
"22621",0,1,"disloyal Customer",14,"Business travel","Eco",1188,1,1,1,3,2,1,2,2,5,3,4,3,5,2,0,0,4
"22626",1,0,"disloyal Customer",22,"Business travel","Business",257,5,5,5,4,2,5,2,2,5,3,5,3,5,2,0,0,3
"22636",0,0,"disloyal Customer",27,"Business travel","Eco Plus",746,1,1,1,4,4,1,4,4,4,4,4,1,4,4,86,77,1
"22638",0,0,"disloyal Customer",23,"Business travel","Eco",1353,3,3,3,4,4,3,4,4,4,2,4,1,3,4,0,0,1
"22643",0,1,"disloyal Customer",40,"Business travel","Eco",201,4,0,4,5,2,4,2,2,2,1,3,1,3,2,5,7,3
"22647",0,0,"disloyal Customer",22,"Business travel","Eco",679,3,3,3,2,4,3,4,4,2,4,4,2,4,4,0,8,1
"22650",0,1,"disloyal Customer",20,"Business travel","Eco",376,2,0,2,3,1,2,1,1,1,2,4,5,1,1,45,32,4
"22653",0,0,"disloyal Customer",25,"Business travel","Eco",604,3,5,3,3,1,3,1,1,1,5,5,5,2,1,0,0,3
"22655",0,1,"disloyal Customer",27,"Business travel","Eco",475,2,5,2,4,3,2,3,3,1,3,1,3,5,3,0,0,1
"22662",0,1,"disloyal Customer",33,"Business travel","Business",425,1,1,1,3,1,1,5,1,5,5,4,5,5,1,0,0,4
"22667",0,1,"disloyal Customer",15,"Business travel","Eco",456,4,2,4,4,5,4,5,5,1,2,4,4,3,5,4,66,2
"22674",0,0,"disloyal Customer",20,"Business travel","Eco",201,3,3,3,4,4,3,4,4,2,1,3,4,3,4,0,0,1
"22676",1,1,"disloyal Customer",25,"Business travel","Eco",569,4,5,4,1,3,4,5,3,4,2,3,3,5,3,62,68,2
"22682",0,0,"disloyal Customer",23,"Business travel","Eco",551,2,0,2,3,2,2,2,2,5,5,5,5,4,2,0,0,4
"22684",0,1,"disloyal Customer",27,"Business travel","Eco",264,2,2,2,4,2,2,2,2,3,3,3,1,4,2,0,0,4
"22688",0,0,"disloyal Customer",22,"Business travel","Business",1005,4,1,4,4,5,4,5,5,2,4,3,4,4,5,0,0,2
"22693",0,1,"disloyal Customer",36,"Business travel","Business",802,3,3,3,1,3,3,3,3,3,3,5,3,4,3,0,0,2
"22697",0,0,"disloyal Customer",32,"Business travel","Eco Plus",357,2,2,2,2,5,2,5,5,5,5,3,1,4,5,0,9,1
"22705",0,1,"disloyal Customer",33,"Business travel","Eco",1423,2,2,2,3,4,2,5,4,1,2,2,2,4,4,0,0,1
"22710",0,1,"disloyal Customer",23,"Business travel","Eco",1306,2,2,2,4,5,2,5,5,5,3,5,3,5,5,0,12,1
"22712",1,1,"disloyal Customer",20,"Business travel","Business",395,4,5,5,1,2,5,2,2,5,2,4,5,5,2,5,4,3
"22714",0,0,"disloyal Customer",23,"Business travel","Eco",108,2,5,1,2,2,1,2,2,4,2,4,5,2,2,0,0,4
